사업코드,시군구읍면동 명칭,공사시 생활폐기물 발생량,운영시 생활폐기물 발생량,생활폐기물 발생량,건설폐기물 처리현황_매립,건설폐기물 처리현황_소각,건설폐기물 처리현황_재활용,사업장배출시설계 폐기물의 처리 현황_매립,사업장배출시설계 폐기물의 처리 현황_소각,사업장배출시설계 폐기물의 처리 현황_재활용,사업장배출시설계 폐기물의 처리 현황_해역배출,사업장 지정 폐기물의 처리 현황_매립,사업장 지정 폐기물의 처리 현황_소각,사업장 지정 폐기물의 처리 현황_재활용,사업장 지정 폐기물의 처리 현황_기타,생성일,수정일,사용여부
JJ2014I003,정읍시,76.2,,,0.1,1.4,998,55.3,50.8,165.2,6.3,1723.7,525.3,530.2,695.8,,,Y
YS2006D004,여수시,43,,,5.2,1.3,813.5,2094.3,91.9,1821.1,92.1,998.7,45033.3,74088.8,664.8,,,Y
YS2007E004,여수시,,,,5.1,1.3,813.5,,,,,998.7,45033.3,74088.8,664.8,,,Y
WJ2009B004,원주시,74.4,,,,4.8,659.4,162.7,0,95.4,87,889.6,2593.5,8202.4,635.6,,,Y
ME2006E003,경주시,14,,,10.2,2.6,879.6,,,,,132.8,4953,5157.6,625.9,,,Y
HG2009B017,부천시,64.3,5770.65,,15.7,1,934.4,324.2,6,114,,1656.8,2605.4,6933.9,623.7,,,Y
ME2011C007,안동시,243.6,85.1,186200,0,1.8,968.2,6.9,5.2,138.9,34.4,371.7,139.3,417.5,619.1,,,Y
HG2008A015,의정부시,38.6,1894.5,,89.8,17.3,705.9,33.5,,73.5,,16.8,236.1,1583.6,613,,,Y
ME2007A125,진주시,267.3,,,0.5,1.7,852.9,25.9,12.3,105.3,128.9,631,413.1,7471.9,605.1,,,Y
ND2008B006,진주시,,1655.5,,0.5,1.8,852.8,25.9,12.3,105.3,128.9,631,413.1,7471.9,605.1,,,Y
ND2007B010,진주시,113.3,7820,,0.5,1.7,852.8,25.9,12.3,105.3,128.9,631,413.1,7471.9,605.1,,,Y
ND2010E003,진주시,113.3,,,0.5,1.7,852.8,1,12.3,10.4,33.6,631,413.1,7471.9,605.1,,,Y
GG2009I005,연기군,,,,,20.1,1026.4,,,,,600.8,829.2,10044.2,595.4,,,Y
ND2011B013,김해시,18.36,916,,0,0.3,1235.4,53.4,36.9,956.4,66.1,2415,6115.5,22046,589.8,,,Y
GG2009I005,군산시,,,,3.4,15.9,1046.6,,,,,21127.7,6216.1,18476,588.3,,,Y
HG2009B004,수원시,149.04,,,40,15.5,2933.5,169.4,66.1,61.5,17.3,5295.1,2047,18926.2,579.7,,,Y
JJ2014B001,정읍시,16.32,1004.1,,,0.6,635.5,,,,,1023,340.3,320.8,571.4,,,Y
GG2013B012,연기군,78.6,1499,,0.1,17.5,1208.5,92.8,33.7,267,3.7,2302.9,367,527.7,561.1,,,Y
HG2015B002,오산시,,,,0.4,1,249.4,103.9,66.1,195.9,32.3,5492,1278.6,21002.9,550.4,,,Y
GG2014B001,아산시,44.8,,,3.3,11.1,1298.4,88.4,85.3,1005.6,0.5,9336.6,8881.8,171921.3,548.2,,,Y
ME2010C001,원주시,79.163,17.36,,0.1,3.6,918.9,211.2,,104.1,70,1469.1,2497.8,7710.8,540.5,,,Y
ND2009B010,함안군,15.08,664.1,,,0.2,399,83.5,89.7,519.6,15.3,3720.4,591.6,21530,537.7,,,Y
ME2012E001,양산시,,,,0.1,3.9,1075.6,18.2,54,155.5,23.6,5855.5,2834.7,19740.8,518.8,,,Y
GG2006B004,서산시,196.7,220,,3290,862,125327,30.3,15.8,83.8,29.2,4010.9,255,9238.3,495.7,,,Y
ME2016B001,광주광역시,112.2,2366.5,,1.9,8,3290,199.5,44.4,491.3,3.4,4604.5,8591.3,21298.5,489.7,,,Y
YS2011D003,제주시,,,,0.2,0.7,1843.8,40.1,,79.9,43.8,721.8,361.8,4110.5,466.5,,,Y
YS2007E009,파주시,85.84,,,289.9,24.4,1704.9,,,,,64.1,1169.8,2120.9,461.7,,,Y
DG2007E002,익산시,27.3,,,21.4,0.2,455.5,,,,,1966,4446.4,4366.7,447.4,,,Y
ND2012B016,함안군,58.9,1130.9,,,0.2,507.9,103.1,26.9,884.4,24.4,,,533.5,436.6,,,Y
ME2008A087,수원시,,,,43.1,10.2,1975.5,70.2,62.3,58.4,12.1,20228.8,2129.3,23246.9,427.2,,,Y
ND2011E003,창원시,,,,1,7.6,1779.8,,,,,21586.5,14397.6,55985.3,424.7,,,Y
YS2011B001,여수시,102.68,1494.36,,41.7,3.1,905.6,,,,,2801.3,40207.7,76185.7,418.9,,,Y
JJ2011E001,익산시,,,,0.1,4.2,1523.4,67.3,188.2,984.9,145,6210.5,2756.5,11831.6,417.6,,,Y
ND2008B026,거제시,92,,,0.7,3,789.6,81.7,91.5,137.6,17.1,1462.3,6909.8,3394.7,394.7,,,Y
GG2009I005,유성구,,,,15.3,32.2,989.8,,,,,83.2,4331.8,2862.4,393.4,,,Y
GG2012A002,아산시,43.5,,,2.3,20,1178.2,16.4,59.6,1057.5,37.7,6612.8,7462.4,99253.5,389.2,,,Y
GG2012I004,아산시,,,,2.3,20,1178.2,16.4,59.6,1057.5,37.7,7462.4,6612.8,99253.5,389.2,,,Y
ND2014B017,창원시,15,362.6,,8.6,45,3280.4,706.5,755,1770.2,42.6,26483.4,28483.4,76564.8,382.3,,,Y
ND2007B012,거제시,105.84,,,0.9,3.6,430.9,88.1,66.6,386.9,38.5,514.4,5726.7,4862.5,373.3,,,Y
DG2014E002,경주시,25.6,,,4.2,6.6,1646.3,70.6,30.4,451.8,1.5,6394.8,9730.5,17654.7,372.4,,,Y
GG2013B001,유성구,20.13,,,15.4,12,1470.5,52.8,4.8,16.2,242.8,798.2,7119.1,2930,366.2,,,Y
HG2009B008,파주시,129.1,2237,,,,,265,20.2,104,84.2,85.4,1288.1,12173,348.9,,,Y
HG2009B009,파주시,129.1,3195,,,,,265,20.2,104,84.2,85.4,1288.1,12173,348.9,,,Y
JJ2013I001,전주시,,,,0.3,5.1,1372.8,,,,,2295.9,1814.6,3784,343.7,,,Y
ND2016E001,창원시,,,,16.5,12.3,4403,1701.4,470.4,11927.8,89.3,25673.5,26306.1,75566.4,338.2,,,Y
GG2011B006,당진군,80.5,2919.4,,3.3,25.5,1091.3,1553.6,11.1,3625.1,3.6,34385.2,3996.9,39034.3,332,,,Y
ME2011C018,당진군,80.5,176.5,,3.3,25.5,1091.3,1553.6,11.1,3625.1,3.6,34385.2,3996.9,39034.3,332,,,Y
ME2011C015,당진군,80.5,176.5,,3.3,25.5,1091.3,1533.6,11.1,3625.1,3.6,34385.2,3996.9,39034.3,332,,,Y
HG2012E003,남양주시,65.1,,,6,8,1612.9,349.1,48.1,128.7,58.8,920.5,1039.7,1902,331.4,,,Y
ND2008B010,거제시,68,140,,,3.9,828.4,78.1,44.2,93.2,18.2,478.3,5458.5,4234.5,320.3,,,Y
JJ2007D001,군산시,,,,3.4,4.1,738.1,88.9,411.2,901.4,194.5,21921.9,4826.6,9448.2,315.1,,,Y
HG2011I003,파주시,,,,17.1,13.8,2573.8,193.4,27.5,442.8,24.2,760.8,3495.4,28489.8,314.2,,,Y
YS2012I009,순천시,,,,1.1,1.3,790.1,,,,,405.2,1447.2,9346.2,295.4,,,Y
DG2013E001,포항시,30,,,83.3,10.3,2243.1,1727.3,111.4,16414,83.6,6430.7,1063.3,11108.9,295.1,,,Y
GG2009I003,익산시,,,,,2.9,1083,,,,,3226.7,3111.9,5671,284.1,,,Y
GG2009I005,익산시,,,,,2.9,1083,,,,,3226.7,3111.9,5671,284.1,,,Y
ND2014E004,의령군,,,,0,0,337.4,53,1.7,47.9,0.6,276.3,220.5,67,266.4,,,Y
GG2010B005,아산시,317.5,,,12.1,22.8,1558.1,176.2,138.9,731.3,67.1,9264,5143.8,68506.4,264.7,,,Y
HG2011D001,아산시,,,,0.4,9.2,1408.5,67.9,115.8,964.3,24.6,9264,5143.8,68506.4,264.7,,,Y
JJ2006D002,군산시,31.2,,,0.2,12.2,1059.7,,,,,12917.4,6979.4,8524,263.5,,,Y
HG2010B011,김포시,28.4,,,25.8,4.3,1211.7,134.4,11.6,311.6,1.9,1447.9,1668.7,3768.5,257.7,,,Y
ND2008B002,진해시,,,,,,,6.5,29.8,386.3,26.8,273.1,1811.1,2145.2,256.2,,,Y
GG2007D003,당진군,51,6.751,,,16.3,975.4,52.9,27.7,1610.5,9.8,40540.9,4064.1,22236.3,254.9,,,Y
ME2009C001,부천시,153,12.12,,9.4,14.8,572.1,21.5,20.6,465.7,20.3,1533.8,1433.1,7518.4,252.3,,,Y
GG2012A005,공주시,42.6,1225.7,,0.3,2.7,708.4,0.4,0.8,7,,1035.6,241,4742.1,251.2,,,Y
HG2012B002,김포시,62.53,,,36.7,18.2,1940.6,,,,,781.2,1725.8,4503.3,243.9,,,Y
HG2008A006,오산시,253.5,,,2.1,17.6,642.7,17.6,92.2,111.7,35.7,1514.5,707.3,41862.1,237.6,,,Y
ND2007I001,창원시,,,,2,5.7,2110.1,274.1,206.1,1614.6,9.4,24369.9,18837.7,58532.2,231.3,,,Y
ND2011I001,창원시,,,,2,5.7,2110.1,274.1,206.1,1614.6,9.4,24369.3,18837.7,58532.2,231.3,,,Y
ME2007B008,파주시,40,,,28.9,30.9,2035,15.6,11.7,145.4,14.4,92.7,1351.5,1473,225,,,Y
ND2013B006,부산광역시 기장군,39.5,2308.9,,2.2,2,626.3,22.4,15.6,53.2,17.9,762.7,1422,2160.1,224.4,,,Y
HG2012I003,여주군,,,,,,518.1,,,,,1255.3,375.4,655.1,222.9,,,Y
HG2012I001,여주군,,,,,,518.1,,,,,1225.3,375.4,655.1,222.9,,,Y
GG2009I005,대덕구,,,,5.3,1.1,452.9,,,,,7730.9,3667.1,6209.5,219.6,,,Y
JJ2007E003,여수시,84,,,5.2,1.3,813.5,2094.3,91.9,1821.1,92.1,1090.4,28152.8,62798.6,209.5,,,Y
YS2009B001,영암군,23.68,,,0,1.3,199,16.6,347.8,35,152.5,2.3,2888.1,1570.1,202.8,,,Y
GG2009I005,서구,,,,9.8,23.5,1066.5,,,,,,278.8,1295.2,201.8,,,Y
DG2013B006,경주시,36.93,292.31,,2.5,16.9,1329.5,28.8,33.3,478.9,50.6,,,1717.5,200,,,Y
DG2013B009,경주시,36.93,292.31,,2.5,16.9,1329.5,28.8,33.3,478.9,50.6,,,1717.5,200,,,Y
JJ2012I007,정읍시,,,,,0.1,583.6,29.3,32.2,101.9,36,1315.8,293.7,347.4,199.3,,,Y
WJ2014B004,충주시,49.6,,,,0.9,1107.7,34.1,26.6,189.2,,1204.1,3825.6,8665.6,198.7,,,Y
ND2006A005,창원시,233.2,,,4.7,5.4,999.8,,,,,20219.7,15114.2,51196.9,194.8,,,Y
GG2009I005,옥천순,,,,,0.9,287.2,,,,,140.5,338.5,386.4,188.8,,,Y
DG2009E001,청양군,,,,0,0,124.4,,,,,27.4,109.1,1062.2,188.6,,,Y
GG2009I002,청양군,,,,,,124.4,,,,,27.4,109.1,1062.2,188.6,,,Y
DG2009I002,칠곡군,,,,0.2,2.1,381.3,,,,,412,2550,2334.6,188,,,Y
HG2011B001,파주시,21.42,2008.6,,26.6,20.6,3129.6,175.5,23,207.3,32.4,1331,2760.2,21854.9,187.9,,,Y
JJ2014I001,완주군,,,,0,1.6,738,,,,,12403.9,13044.6,10857.9,186.2,,,Y
ND2011E004,거제시,,,,0.1,0.5,819.1,69.2,71.2,258.6,15.2,2180.2,5115.5,8356.1,183.9,,,Y
ND2011D008,기장군,,,,0.9,4.9,783.1,9.1,22.5,8.6,3.5,805.2,288.5,2123.4,183.5,,,Y
ND2010B019,양산시,36,,,2.1,4.9,1216.8,28,48,252,40,2847.4,19523.5,36792.8,182.4,,,Y
JJ2007D001,서천군,,,,0.3,0.3,1664.2,2.9,44.4,769.8,25.6,314.7,343.2,920.2,179.3,,,Y
WJ2012B005,동해시,,,,,,481.5,79.2,6,1805.8,1.4,330.3,127.1,758.8,178.3,,,Y
WJ2014D001,동해시,,,,0,0,481.6,79.2,6,1805.8,1.4,330.3,127.1,758.8,178.3,,,Y
YS2016B006,광산구,63.7,,,0.6,2.2,732.3,49.4,29,272.3,3.4,2544.8,4870.1,11970.2,174.3,,,Y
YS2010B004,영암군,41.18,,,0.1,1.1,609.6,,,,,256.9,2777,3590.4,173.7,,,Y
ND2010B010,진주시,4.75,1244.62,,14.6,0.2,1676.1,58,3.8,108.3,92.1,1934,310.5,6676.8,173.6,,,Y
ND2011B014,진주시,4.75,1244.62,,14.6,0.2,1676.1,58,3.8,108.3,92.1,1934,310.5,6676.8,173.6,,,Y
ND2011E002,창원시,22.49,,,1,7.6,1779.8,268.6,138.9,1608.5,3.6,31.6,0,0,173.3,,,Y
ME2014C011,춘천시,45.24,83.52,,,,,2.4,,64.3,,684.2,545.2,2086.8,173.2,,,Y
ME2015B001,성남시,168.2,5.6,,18.4,73.2,1831.3,110.7,210.6,100.8,4.1,3282.5,1050.6,3598.7,167.1,,,Y
ND2009B022,사천시,218.4,,,0.2,57.5,553.2,,,,,950.1,2268.7,714.9,163.5,,,Y
ND2009B023,사천시,33.9,,,0.2,57.5,553.2,8.9,2.6,41.7,32.1,950.1,2268.7,714.9,163.5,,,Y
YS2013I001,함평군,,,,8.8,0.2,373.4,,,,,13,,0.8,162.7,,,Y
ME2007E001,안성시,,,,12.7,3,307,,,,,56.4,823,3629.1,136.9,,,Y
ME2008A087,군포시,,,,3.3,0.2,346,49.1,23.3,50.9,0.3,136.2,13754.8,4652.1,136.6,,,Y
GG2013B003,진천군,83.2,569.2,,,,517.4,107.5,20.2,134,6,639.7,7100.7,10206.6,135.7,,,Y
ME2013C021,고성군,,,,,,302.9,59.3,3.2,1169.9,11.7,554.2,1047.6,426.1,129.9,,,Y
ME2015C001,고성군,,,,,,302.9,59.3,3.2,1169.9,11.7,554.2,1047.6,426.1,129.9,,,Y
JJ2014B003,남원시,71.28,730,,0,0.7,682.4,0,4.1,358.7,4.8,706.6,33.5,143,129.6,,,Y
ND2009B024,기장군,77.3,,,0.1,4.1,612.8,4.5,11.1,16.5,4.8,211.3,1618,962.7,124.5,,,Y
JJ2013B002,부안군,59,998,,0,1.1,327.4,0.3,1.1,7,7.7,75.5,56.9,32.5,118.8,,,Y
HG2005E026,파주시,,,,2.8,3,732.8,1.9,2.3,161.3,8.8,65.7,571.4,1740.9,116,,,Y
ME2009A002,계양구,,,,41.6,5.4,534.1,0.5,13.7,,,17.8,274.5,402.9,113.2,,,Y
ME2009A037,평택시,108.5,,,,1.2,284.1,18,10.4,69,0.5,31.5,790.5,340.9,110,,,Y
GG2009I005,영동군,,,,,1.2,284.1,,,,,31.5,790.5,340.9,110,,,Y
HG2007A006,군포시,221.1,,,3.4,0.1,161.4,,,,,97,1560.2,3099.4,109.7,,,Y
HG2009E001,포천시,,,,54.2,31.3,2778.2,,,,,661.4,324,4356.2,107.4,,,Y
ME2015E001,부안군,,,,0,0.4,396.1,,,,,457.3,39.4,21.3,100.2,,,Y
DG2015A001,경산시,15,,,0.9,0.2,534.6,25.3,6.9,2021,72.7,20521,4144.3,8637.6,87.7,,,Y
WJ2009B006,충주시,35.2,,,,3.5,556.8,6.3,216.5,146.2,,153.8,1463.8,9639.8,87.1,,,Y
WJ2009B005,충주시,86.6,331200,,,3.5,556.8,6.3,216.5,146.2,,153.8,1463.8,9639.8,87.1,,,Y
WJ2009B011,충주시,64,,,,3.5,556.8,6.3,216.5,146.2,,153.8,1463.8,9639.8,87.1,,,Y
ME2014D002,강릉시,,,,100,,775000,17.7,0.1,490.2,25.2,713.5,1178.3,3094.3,84.9,,,Y
YS2008D004,제주시,26.88,,,,,,,,,,0,340.1,574.9,84.9,,,Y
YS2008A006,제주시,35.46,,,0.1,0,461,,,,,340.1,0,574.9,84.9,,,Y
DG2012B006,칠곡군,99.8,,,,1.8,497.6,31.6,80,108.5,15.2,967.7,3282.6,8852.7,84.5,,,Y
ND2011D004,진해구,,,,0.5,1.3,751.5,16.4,7.4,83.1,18.3,1432.5,2099.9,5605.1,82.5,,,Y
ND2011E003,진해시,,,,0.5,1.3,751.5,,,,,1432.5,2099.9,5605.1,82.5,,,Y
GG2012I001,논산시,6.5,,,,1.1,563.5,,,,,1401.3,573.8,2169.4,81.6,,,Y
JJ2014I001,김제시,,,,0.1,0.4,811.9,,,,,2386.8,437.4,311.9,81,,,Y
ND2009B011,양산시,173.9,,,2.3,3,754.6,107.6,91.3,528.5,28.1,330.4,,31.1,80.9,,,Y
ND2015B009,양산시,173.9,,,2.3,3,754.6,107.6,91.3,528.5,28.1,330.4,0,31.1,80.9,,,Y
ND2012D004,울산광역시,,,,61.6,25.3,4428.5,943.4,444.1,4267,895.9,690,23556.6,5668.5,80.8,,,Y
ME2009A002,김포시,,,,64.3,18.3,1179.9,26.9,82,399.2,0.6,128,1280.5,7873.8,78.6,,,Y
YS2009B009,영광군,75.82,6916,,,0.8,223.5,1.2,0.7,8.2,2.2,14.4,12.6,29.6,78.2,,,Y
ND2011B004,사천시,109.2,,,0.3,0.7,581.3,12.4,3,99.5,38.4,1143.9,1412.5,1284.5,75.4,,,Y
DG2008B003,남양주시,27.5,32.46,,11.5,34.5,1170.2,1.2,2.3,133.3,144.6,146.8,498.2,2427.4,72.1,,,Y
ME2012E001,밀양시,,,,0.1,1.7,570,32.1,20.4,43.3,0,463.3,1166.8,1300.4,71.7,,,Y
ND2009E003,동구,110.21,,,1.1,6,869.1,97.9,114.7,207.9,26,5961,58.7,14764.5,70.7,,,Y
WJ2014B003,태백시,53.7,473.4,,0,0.6,305.6,8,3.9,10.1,,241.3,13,173.8,68.9,,,Y
HG2011B005,포천시,99.92,,,0.5,0.1,428.7,56.7,9.9,600,51.7,1379.5,226,3074.3,66.6,,,Y
ME2010C011,포천시,241.56,93.1,,0.5,0.1,428.7,56.7,9.9,600,51.7,1379.5,226,3074.3,66.6,,,Y
GG2012I004,예산군,,,,,0.5,440.1,88.9,12.2,96,3,690.4,651.2,1880.4,66.2,,,Y
ME2014C009,안양시,87.4,109.8,,22.2,23,1155.5,163.8,7.5,93.6,4.3,3010.4,3031.3,4633.5,66.1,,,Y
YS2009B004,제주시,47.7,,,0.4,1.4,1197.7,21.9,2.1,134.8,29.2,40.3,218,2532,64.6,,,Y
YS2009E003,제주시,42.8,,,0.4,1.4,1197.7,,,,,218,40.3,2532,64.6,,,Y
HG2008D001,연수구,,,,18.8,10.6,762.2,131.3,66.6,23.5,,73.4,457.8,1983.2,63.1,,,Y
HG2013D001,연수구,,,147700,18.8,10.6,762.2,,,,,73.4,457.8,1983.2,63.1,,,Y
GG2015B005,진천군,33.1,744,,0,2.3,537.6,98.2,14.5,195.4,5.8,1690.4,12067.1,19822.5,61.8,,,Y
ME2015E001,김제시,,,,0,0.6,963.9,,,,,1230.6,388.3,362.1,61.5,,,Y
GG2012B002,진천군,2.45,142.245,,0.2,0.9,759.2,63.6,20.1,428.7,13.7,606.7,7232.4,7918.6,61.4,,,Y
HG2007A019,남구,,,,306.7,0.8,1392.6,69.4,12.4,100.8,11.2,2675.6,1614.2,9665.8,61,,,Y
ME2014D007,거제시,,,,0.4,0.3,856.7,,,,,5763.6,3861.1,8665.1,60.8,,,Y
ME2009B007,여수시,27.2,144,,13.4,4.5,779,,,,,2115.5,47360.7,80661.5,59.2,,,Y
YS2010D001,여수시,38.4,,,13.4,4.5,779,2133.4,66.1,1246.7,22.9,2115.5,47360.7,80661.5,59.2,,,Y
JJ2012I007,부안군,,,,,0.3,490.2,0.7,1.5,7.6,7.7,259.2,9.1,49.7,54.8,,,Y
ME2011C012,보령시,,,126.9,7.7,0.9,367.6,1151.1,18.7,2033,14.8,692.1,623.7,436.7,52.7,,,Y
YS2010B005,나주시,49,277800,,0.1,0.5,400.2,6.6,7,57,5,116.4,3905.3,1827.5,52.2,,,Y
ND2008E001,북구,123.2,,,16.8,5.1,559.9,26.2,53.6,267.3,37.3,54,8562.4,13431,50.6,,,Y
JJ2014E001,부안군,37.9,42,,,0.2,325.1,0.2,2.4,10.2,0,459.2,22,40.4,49.9,,,Y
ND2012B014,고성군,9.72,,,0,0,194,11.6,3,898,12.6,151.3,760.3,328.4,49.6,,,Y
ME2009E001,광명시,,,,0,0.3,332.1,,,,,1141.6,2507.9,1201.7,49.2,,,Y
DG2011B005,고령군,39.3,,,4.5,0.4,266.1,,,,,785.9,39.9,3251.2,48.5,,,Y
GG2008A012,동구,,,,7.2,5,654.1,3.6,2.1,1.5,,,1033.9,1686.8,48.5,,,Y
ME2009E001,안양시,,,,27.6,1.2,705.1,,,,,2752.6,1761.2,4354.1,47.8,,,Y
YS2006A004,광주광역시,,,,50.6,41,1879.4,,,,,1567.1,6684.8,12332,46.4,,,Y
ND2009B029,고성군,27.28,,,,,318.2,59.1,2.5,1590,7.3,808.8,722.9,902.2,45.9,,,Y
YS2016B004,해남군,4.32,,,0,0.2,327,,,,,835,155.2,27.7,45.5,,,Y
ME2008A087,의왕시,,,,10.7,8.7,619.2,0.7,31.5,45.1,6.7,39.7,917.6,1003.6,45.4,,,Y
GG2009I003,부여군,,,,,1.6,343.8,,,,,,241.4,150.8,45.3,,,Y
GG2009I002,부여군,,,,,1.6,343.8,,,,,,241.4,150.8,45.3,,,Y
GG2009I005,부여군,,,,,1.6,343.8,,,,,,241.4,150.8,45.3,,,Y
JJ2011E001,논산시,,,,,0.5,377.3,13.4,36.4,142.5,18.9,1015.9,707,497.1,41.2,,,Y
GG2009B014,예산군,29.9,9628.405,,,3.1,492.9,22.1,10.6,44.5,,296.9,216.7,850.9,38.1,,,Y
ME2009B003,함평군,95,,,,0.4,320.5,1.3,0.8,38.8,,0.2,36.3,125.2,38,,,Y
ND2009B007,진해시,77,10983.8,,,1.6,988.2,72,5.2,466.6,29,,1777,4569.2,37.3,,,Y
ME2008E006,안동시,,,,,0.8,416,97.9,0.5,5.2,3.9,107.3,14.5,191.2,36.4,,,Y
GG2010B002,진천군,94.83,,,,0.9,392.6,67.5,14.4,138.6,13.8,11800.6,4560.8,6568.4,33.9,,,Y
GG2010B011,진천군,167.33,,,0,0.9,392.6,67.5,14.4,138.6,13.8,11800.6,4560.8,6568.4,33.9,,,Y
YS2011B003,광양시,192,87,,75.7,8,1108.5,223.2,56.2,14047.2,8.6,24971.4,8874.9,72553.9,33.3,,,Y
ME2013C020,홍성군,,,,,4.9,758.2,15,9.8,79.3,,555.9,195.6,34.6,33.3,,,Y
WJ2008B009,괴산군,174.8,209837,,,0.2,196.9,1.3,1.4,10.2,50.5,55,67.8,203.8,31.9,,,Y
WJ2008B007,괴산군,131.9,,,,0.2,196.9,1.3,1.4,10.2,50.5,55,67.8,203.8,31.9,,,Y
WJ2010B006,괴산군,45.51,,,,0.6,321.7,7.2,1.5,63.3,,507,94.4,261.7,31.3,,,Y
WJ2015B005,괴산군,45.51,549.174,,,0.6,321.7,7.2,1.5,63.3,,507,94.4,261.7,31.3,,,Y
GG2014B005,서산시,28.863,112.27,,0,51.9,969.6,153.1,16,201.6,4.6,4090.6,6984.2,38612.8,30.6,,,Y
ME2014C012,서산시,,,,,51.9,969.6,5.9,16,101.6,4.6,4090.6,6984.2,38612.8,30.6,,,Y
ND2015D005,창원시,,,,16.5,12.3,4403,,,,,10.8,0,0.6,30.5,,,Y
WJ2010B001,삼척시,1189,200.08,,6.4,4.8,373.1,0.7,1,3.3,3,0,64.1,1145.4,29.5,,,Y
ME2006E002,삼척시,172.8,,,0.3,4.9,3.9,0.2,0.4,11.3,2,,50.2,710.9,27.7,,,Y
ND2010B015,울산광역시 북구,34.1,,,6.4,6.2,561.3,64.1,41.3,308.1,0.7,161.5,11746.5,12469.4,27.6,,,Y
ND2010B013,울산광역시 북구,22,,,6400,6200,561300,64.1,41.3,308.1,0.7,161.5,11746.5,12469.4,27.6,,,Y
ND2009A009,울산광역시 북구,24.3,5613.9,,6.4,6.2,561.3,,,,,161.5,11746.5,12469.4,27.6,,,Y
JJ2013B003,김제시,95.7,,,0.7,0.8,735.2,3.6,16,85.1,8.6,559.3,333.7,56.8,26.6,,,Y
JJ2013I001,김제시,,,,0.7,0.8,735.3,,,,,559.3,333.7,56.8,26.6,,,Y
DG2011A001,예천군,,,,,2.9,548.1,,,,,519.7,9.6,69.4,23.7,,,Y
DG2014E003,안동시,,,,0.1,1.8,1363.2,,,,,619.2,68.5,307.5,23.6,,,Y
WJ2008B008,충주시,19.2,,,0.1,4.8,723.8,3.2,196.5,110.9,,156.1,603.7,4819.7,23.3,,,Y
ND2014E004,합천군,,,,0,0.1,380.2,5,0.6,23,,381.7,34.4,167.1,22.9,,,Y
HG2007B004,안성시,,,,,0.1,514.6,16.3,21.8,102.1,21.6,237.6,1145.6,4583.3,22,,,Y
DG2009B003,문경시,228.6,2635,,,,,5.2,1.1,30.8,2.2,54.1,152.1,213.6,22,,,Y
HG2012B001,군포시,88.9,1997.1,,1.5,3.4,541.7,86.8,12.8,53.2,0,437.7,1437.8,2716.1,21.8,,,Y
ND2006A007,복구,,,,2.3,5.1,275.6,,,,,,8497.5,12692.1,21.5,,,Y
HG2008E004,양주시,8.68,,,7.6,0.2,428,168.9,51.2,109.2,130.3,1406.4,266.6,1739.2,20.7,,,Y
HG2006A010,양주시,51.24,,,7.5,0.2,428,168.9,51.2,109.2,130.3,1406.4,266.6,1739.2,20.7,,,Y
HG2010A009,가평군,49.15,5505.72,,0.2,1.3,322.9,7.7,,6.4,1.9,24.8,36.8,337.8,20.7,,,Y
WJ2008D001,고성군,,,,,0.5,255.2,,,,,,5.3,225.8,20.3,,,Y
DG2014B002,고령군,121.54,,,,0.1,233.7,23036.8,3806.4,100750.3,5867,950.9,122.7,3608.2,19.2,,,Y
ME2007A189,중랑구,,,,7.2,,394.8,,,,,,306.6,779.3,18.6,,,Y
WJ2007B003,음성군,93.2,3953.4,,,,,44.9,35.8,247.7,14.2,174.2,1998.5,7703.1,17.1,,,Y
YS2012B012,강진군,20.8,1052.7,,0,0.2,153.4,0.6,0.9,7.1,0,262,0,0,16.9,,,Y
GG2013B004,논산시,28.1,,,,,799.8,24.9,25.9,171.5,24.7,1760.6,914.4,6530.1,16.7,,,Y
GG2014B007,논산시,31.89,255.67,,0,0,799.8,24.9,25.9,171.5,24.7,1760.6,914.4,6530.1,16.7,,,Y
HG2014E001,옹진군,23.86,,,0.2,0.8,281,,,,,404.8,71,140.7,15.1,,,Y
HG2010B014,연천군,3.6,691.7,,0.3,0.6,1072.2,,,,,115,37.1,241.6,14.4,,,Y
ND2013E002,김천시,,,,,6,544,,,,,100.7,2114.3,499.6,14.2,,,Y
ND2009B002,사천시,38.5,,,0,0.9,500.6,2.8,5.5,32,33.8,255.1,688.4,894.1,13.9,,,Y
ND2009B008,사천시,63.1,,,,0.9,500.6,2.8,5.5,32,33.8,255.1,688.4,894.1,13.9,,,Y
HG2012I002,광주시,,,,33.2,0.8,514.6,22.4,5.4,161.4,48.3,531.3,3234,3088.1,13.7,,,Y
DG2007B004,대구광역시 달성군,139.1,3510.4,,1.3,4.6,508.8,63.9,131.7,385.3,116.4,3414.2,415.9,17536.5,12.2,,,Y
DG2009I002,안동시,,,,0,1.7,578.5,,,,,,90,799.1,12.2,,,Y
HG2016A003,여주시,29.26,414.2,,,,593.7,39.3,1.5,251.4,,256.8,902.4,1656.4,12.1,,,Y
ND2010A002,마산시,39.5,,,0.1,5.9,1135.4,,,,,10799.8,1065.8,5837.9,12,,,Y
GG2008D001,보령시,202.3,,,1,5.1,410.6,,,,,345.3,616.8,296.8,11.5,,,Y
ME2009A002,강서구,,,,319.6,107,3116.9,,0.3,,,0.5,1054,636.3,11.3,,,Y
