사업코드,시군구읍면동 명칭,공사시 생활폐기물 발생량,운영시 생활폐기물 발생량,생활폐기물 발생량,건설폐기물 처리현황_매립,건설폐기물 처리현황_소각,건설폐기물 처리현황_재활용,사업장배출시설계 폐기물의 처리 현황_매립,사업장배출시설계 폐기물의 처리 현황_소각,사업장배출시설계 폐기물의 처리 현황_재활용,사업장배출시설계 폐기물의 처리 현황_해역배출,사업장 지정 폐기물의 처리 현황_매립,사업장 지정 폐기물의 처리 현황_소각,사업장 지정 폐기물의 처리 현황_재활용,사업장 지정 폐기물의 처리 현황_기타,생성일,수정일,사용여부
YS2007D001,사업지C구간,34.872,,,,,,,,,,,,,,,,Y
YS2007D001,사업지B구간,52.308,,,,,,,,,,,,,,,,Y
YS2007D001,사업지A구간,24.4104,,,,,,,,,,,,,,,,Y
YS2007D001,목포시,,,,,,,,,,,,,,,,,Y
DG2008D001,울진군,8.3,,,0.6,0.3,240.1,,,,,,,,,,,Y
ND2009D002,울산광역시,,,,11.2,,4748.3,,,,,,,,,,,Y
ND2009D002,울산광역시 남구,,,,1,1.6,764.6,,,,,,,,,,,Y
ND2009D002,사업지구내,55,,,,,,,,,,,,,,,,Y
ME2008D004,진해시,65.8,21600.63,,0,0,381.3,,,,,,,,,,,Y
ND2008D002,사업지구내,39.6,,,,,,,,,,,,,,,,Y
ND2008D002,부산광역시,,,,158.5,43.4,11806.4,,,,,,,,,,,Y
ND2008D002,부산광역시 남구,,,,,,,,,,,,,,,,,Y
ND2009D004,사업지구내,13,,,,,,,,,,,,,,,,Y
ND2009D004,부산광역시,,,,49.2,24.1,9384.4,,,,,,,,,,,Y
ND2009D004,부산광역시 강서구,,,,0.2,0.8,706.5,,,,,,,,,,,Y
ME2010D001,사업지구내,133.77,,,,,,,,,,,,,,,,Y
YS2008D003,사업지구내,60.2,,,,,,,,,,,,,,,,Y
ND2010D004,사업지구내,53.04,3985.3,,,,,,,,,,,,,,,Y
ND2010D004,부산광역시,,,,146.8,,8818.7,,,,,,,,,,,Y
ND2010D004,부산광역시 서구,,,,,,212.9,,,,,,,,,,,Y
HG2010D005,화성시,49,,,,,,,,,,,,,,,,Y
HG2010D001,인천광역시,,,,465.4,128.4,8869.3,,,,,,,,,,,Y
HG2010D001,사업지구내,168.91,,,,,,,,,,,,,,,,Y
YS2011D003,사업지구내,37.05,,,,,,,,,,,,,,,,Y
YS2010D005,여수시,,,,13.4,4.5,779,,,,,,,,,,,Y
YS2010D005,사업지구내,110.55,,,,,,,,,,,,,,,,Y
YS2011D001,사업지구내,110.49,,,,,,,,,,,,,,,,Y
YS2011D001,광양시,,,,75.7,8,1108.5,,,,,,,,,,,Y
ND2011D008,사업지구내,7.2,,,,,,,,,,,,,,,,Y
YS2010D003,사업지구내,161.7,22.6,,,,,,,,,,,,,,,Y
ND2011D001,사업지구내,144.2,,,,,,,,,,,,,,,,Y
ND2011D001,부산광역시 사하구,,,,,,,,,,,,,,,,,Y
GG2010D003,사업지구내,120,314.3,,,,,,,,,,,,,,,Y
YS2011D005,사업지구내,19.8,495.1,,,,,,,,,,,,,,,Y
HG2012D001,인천광역시,,,,,,,,,,,,,,,,,Y
HG2012D001,사업지구내,114.3,5302,,,,,,,,,,,,,,,Y
YS2012D002,서귀포시,,,,14.3,,723.6,,,,,,,,,,,Y
YS2012D002,사업지구내,222.5,,,,,,,,,,,,,,,,Y
YS2012D001,사업지구내,13.8,,,,,,,,,,,,,,,,Y
GG2011D001,장고도항,5.3,,,,,,,,,,,,,,,,Y
GG2011D001,고대도항,5.3,,,,,,,,,,,,,,,,Y
GG2011D001,보령시,,,,,,,,,,,,,,,,,Y
HG2012D003,인천광역시,,,,,,,,,,,,,,,,,Y
HG2012D003,사업지구내,111.9,5302,,,,,,,,,,,,,,,Y
ND2011D005,사업지구내,57.9,,,,,,,,,,,,,,,,Y
ND2011D005,부산광역시 사하구,,,,,,,,,,,,,,,,,Y
YS2011D006,전천후부두,223.2,,,,,,,,,,,,,,,,Y
YS2011D006,사업지구내(선석),223.2,,,,,,,,,,,,,,,,Y
YS2011D002,사업지구내,144.8,,,,,,,,,,,,,,,,Y
YS2011D002,목포시,,,,0.9,7.9,764.5,,,,,,,,,,,Y
DG2011D003,사업지구내,44.46,,,,,,,,,,,,,,,,Y
ND2012D001,사업지2-6단계,,368.62,,,,,,,,,,,,,,,Y
ND2012D001,사업지2-5단계,115.56,363.8,,,,,,,,,,,,,,,Y
HG2012D002,화성시,,,,17.2,21,3243.9,,,,,,,,,,,Y
HG2012D002,사업지구내,125.7,374.46,,,,,,,,,,,,,,,Y
ND2011D003,사업지구내,99.19,,,,,,,,,,,,,,,,Y
ND2011D004,사업지구내,54.57,,,,,,,,,,,,,,,,Y
ND2011D007,사업지구내,29.7,,,,,,,,,,,,,,,,Y
ND2012D003,사업지구내,113,,,,,,,,,,,,,,,,Y
ND2012D003,부산광역시,,,,177.7,62.5,9985.9,,,,,,,,,,,Y
ND2012D002,창원시,,,,1.5,6,3663.4,,,,,,,,,,,Y
ND2012D002,사업지구내,15.33,,,,,,,,,,,,,,,,Y
GG2013D002,사업지구내,103.9,,,,,,,,,,,,,,,,Y
GG2013D002,보령시,,,,0,0.2,565.4,,,,,,,,,,,Y
HG2012J004,화성시,,,,14.4,52.3,3575.9,,,,,,,,,,,Y
HG2012J004,안산시,,,,6.7,2,1079,,,,,,,,,,,Y
HG2012J004,사업지구내,111.2,1559,,,,,,,,,,,,,,,Y
GG2013D001,사업지구내,60,,,,,,,,,,,,,,,,Y
ME2013D002,사업지구내,27.3,,,,,,,,,,,,,,,,Y
ME2012D005,사업지구내,68.31,,,,,,,,,,,,,,,,Y
ME2012D005,당진시,,,,1.8,19.6,1001.7,,,,,,,,,,,Y
ME2012D004,사업지구내,,839.71,,,,,,,,,,,,,,,Y
ME2012D004,부산광역시,,,,177.7,62.5,9985.9,,,,,,,,,,,Y
ME2012D004,부산광역시 강서구,15.66,,,0.2,5.2,767.4,,,,,,,,,,,Y
ME2013D003,사업지구내,36.3,,,,,,,,,,,,,,,,Y
ME2012D002,사업지구내,78.3,,,,,,,,,,,,,,,,Y
ME2012D003,사업지구내,27.3,1217.1,,,,,,,,,,,,,,,Y
YS2012D004,신안군,,,,,,,,,,,,,,,,,Y
YS2012D004,사업지구내,66.6,,,,,,,,,,,,,,,,Y
HG2013D001,인천광역시,,,2177600,192.1,74,10175.7,,,,,,,,,,,Y
HG2013D001,사업지구내,14.06,,,,,,,,,,,,,,,,Y
HG2012J005,사업지구내,66.55,,,,,,,,,,,,,,,,Y
YS2013D001,여수시,,,,21,13.3,1527.5,,,,,,,,,,,Y
YS2013D001,사업지구내,46.53,,,,,,,,,,,,,,,,Y
ME2013J001,고성군,18.48,,,,,194,,,,,,,,,,,Y
ND2013D003,사업지구내,43.8,,,,,,,,,,,,,,,,Y
HG2008D001,사업지구내,82.2,,,,,,,,,,,,,,,,Y
ME2014D006,사업지구내,43.8,,,,,,,,,,,,,,,,Y
ME2013D006,신안군,,,,0,0.1,84.5,,,,,,,,,,,Y
ME2013D006,사업지구내,31.54,,,,,,,,,,,,,,,,Y
ME2013D005,하동군,,,,0,0,277.7,,,,,,,,,,,Y
ME2013D005,사업지구내,28.4,,,,,,,,,,,,,,,,Y
GG2013D005,사업지구내,33.6,8.8,,,,,,,,,,,,,,,Y
ME2013D004,영덕군,,,,,,,,,,,,,,,,,Y
ME2013D004,사업지구내,25.1,,,,,,,,,,,,,,,,Y
ND2013D002,울산광역시,,,,61.6,25.3,4428.5,,,,,,,,,,,Y
ND2013D002,사업지구내,67,,,,,,,,,,,,,,,,Y
ME2014D005,사업지구내,35.2,,,,,,,,,,,,,,,,Y
YS2013D003,여수시,,,,,,,,,,,,,,,,,Y
YS2013D003,사업지구내,36.66,,,,,,,,,,,,,,,,Y
ME2014D001,사업지구내,15.687,,,,,,,,,,,,,,,,Y
ME2014D004,사업지구내,78.2,,,,,,,,,,,,,,,,Y
ME2014D004,고성군,,,,,,390.1,,,,,,,,,,,Y
HG2015D001,사업지구내,49.3,409,,,,,,,,,,,,,,,Y
HG2012J001,사업지구내,45.36,,,,,,,,,,,,,,,,Y
GG2014D001,태안군,,,,,,,,,,,,,,,,,Y
YS2015D002,완도군,,,,,,,,,,,,,,,,,Y
YS2015D002,사업지구내,23.4,,,,,,,,,,,,,,,,Y
YS2015D004,사업지구내,27.45,,,,,,,,,,,,,,,,Y
ME2014D007,사업지구내,49.92,,,,,,,,,,,,,,,,Y
ME2015D006,사업지구내,,,,,,,,,,,,,,,,,Y
ME2014D003,태안군,25.95,,,,0.3,315.8,,,,,,,,,,,Y
ND2014D003,사업지구내,15.7,,,,,,,,,,,,,,,,Y
ME2014D002,사업지구내,45.792,,,,,,,,,,,,,,,,Y
WJ2014D002,사업지구내,88.4,,,,,,,,,,,,,,,,Y
WJ2014D002,강릉시,,,,0.1,0,775,,,,,,,,,,,Y
YS2015D001,사업지구내,4.302,288,,,,,,,,,,,,,,,Y
ND2015D001,울산광역시,,,,110.6,21.3,6547.1,,,,,,,,,,,Y
ND2015D001,사업지구내,97.9,,,,,,,,,,,,,,,,Y
ME2015D001,영광군,,,,0,1.6,512.6,,,,,,,,,,,Y
ME2015D001,사업지구내,12.78,,,,,,,,,,,,,,,,Y
ME2015C003,사업지구내,63.7,,,,,,,,,,,,,,,,Y
ME2014D008,사업지구내,118.6,,,,,,,,,,,,,,,,Y
ME2014D008,남해군,,,,0,0,247.5,,,,,,,,,,,Y
ME2015D002,사업지구내,24.6,,,,,,,,,,,,,,,,Y
ND2016D001,사업지구내,23.5,,,,,,,,,,,,,,,,Y
ND2015D005,사업지구내,39.14,,,,,,,,,,,,,,,,Y
YS2015D005,사업지구내,16.3,,,,,,,,,,,,,,,,Y
ND2013D010,사업지구내,7.8,,,,,,,,,,,,,,,,Y
ND2013D011,사업지구내,7.8,,,,,,,,,,,,,,,,Y
ND2016D002,창원시,,,,16.5,12.3,4403,,,,,,,,,,,Y
ND2016D002,사업지구내,53.6,,,,,,,,,,,,,,,,Y
DG2015D002,울진군,,,,2.1,23.3,416.4,,,,,,,,,,,Y
DG2015D002,사업지구내,33.4,1180,,,,,,,,,,,,,,,Y
ND2015D003,사업지구내,21.3,,,,,,,,,,,,,,,,Y
ND2015D004,사업지구내,206,,,,,,,,,,,,,,,,Y
GG2015D001,태안군,,,,,,,,,,,,,,,,,Y
GG2015D001,백사장항,21.9,,,,,,,,,,,,,,,,Y
GG2015D001,드르니항,15.2,,,,,,,,,,,,,,,,Y
DG2015D003,사업지구내,24.06,,,,,,,,,,,,,,,,Y
DG2015D003,영덕군,,,50000,0,0,561.2,,,,,,,,,,,Y
YS2015D006,여수시,,,,31.4,7.3,1058.7,,,,,,,,,,,Y
YS2015D006,사업지구내,52.53,,,,,,,,,,,,,,,,Y
DG2015D004,포항시,,,,,,,,,,,,,,,,,Y
ND2013D008,사업지구내,7.8,,,,,,,,,,,,,,,,Y
HG2016D001,사업지구내,35.72,,,,,,,,,,,,,,,,Y
ME2015D005,사업지구내,114.6,,,,,,,,,,,,,,,,Y
WJ2014D001,사업지구내,47.4,,,,,,,,,,,,,,,,Y
DG2015D001,사업지구내,298.7,,,,,,,,,,,,,,,,Y
DG2007Q004,사업지구,69.63,,,,,,,,,,,,,,,,Y
DG2007Q004,영주시,,,96600,,3.1,358.2,,,,,,,,,,,Y
HG2006K001,사업지구,12.9,4024.8,,,,,,,,,,,,,,,Y
HG2006K001,안성시,,,135200,12.7,3,17,14.7,19.5,93.4,22.8,11.3,1072.1,4033,54.2,,,Y
HG2006N004,사업지구,,4151.9,,,,,,,,,,,,,,,Y
HG2006N004,인천광역시연수구,,,188600,57.7,3.6,409.4,,0.1,4.4,70.9,,,,,,,Y
HG2006N004,인천광역시,,,2213000,712.9,60.1,7461.2,1845.4,207,4901,284.7,,,,,,,Y
HG2007N002,사업지구,220,,,,,,,,,,,,,,,,Y
HG2007N002,이천시,,,169800,,,,,,,,,,,,,,Y
HG2007N003,사업지구,37.8,576.2,,,,,,,,,,,,,,,Y
HG2007N003,이천시,,,167700,,,,,,,,,,,,,,Y
HG2007N004,사업지구,,4151.9,,,,,,,,,,,,,,,Y
HG2007N004,인천광역시연수구,,,188600,57.7,3.6,409.4,,0.1,4.4,70.9,,,,,,,Y
HG2007N004,인천광역시,,,2213000,712.9,60.1,7461.2,1845.4,207,4901,284.7,,,,,,,Y
WJ2007N002,사업지구,187.5,3219.8,,,,,,,,,,,,,,,Y
WJ2007N002,고성군,,,51700,,,,,,,,,,,,,,Y
DG2006N005,사업지구,14.72,1186.25,,,,,,,,,,,,,,,Y
DG2006N005,군위군,,,13500,,,,,,,,,,,,,,Y
GG2016B003,사업지구,15.6,181.7,,,,,,,,,,,,,,,Y
GG2016B003,청양군,,,25800,,,305.5,4.2,3,36,1.7,,,,,,,Y
ND2007N003,사업지구,23.9,689,,,,,,,,,,,,,,,Y
ND2007N003,함양군,,,20200,,,101.6,1.4,0.4,6.9,2.5,,,,,,,Y
ME2017A001,김해시,,,455300,0.6,12.7,2092.4,,,,,,,,,,,Y
ME2017A001,사업지구,,8859,,,,,,,,,,,,,,,Y
WJ2005Q005,사업지구,,,,,,,,,,,,,,,,,Y
WJ2005Q005,영월군,,,42700,,0.1,2017.5,,,,,,,,,,,Y
WJ2005Q005,강원도,,,1846000,310.9,104,11027.5,,,,,,,,,,,Y
HG2007N005,사업지구,57,291.21,,,,,,,,,,,,,,,Y
HG2007N005,안성시,,,98800,,,,,,,,11.3,1072.1,4033,54.2,,,Y
ME2007N004,사업지구,75.9,784.75,,,,,,,,,,,,,,,Y
ME2007N004,경주시,,,260100,10.2,2.6,879.6,,,,,,,,,,,Y
DG2007G001,사업지구,32.05,,,,,,,,,,,,,,,,Y
DG2007G001,대구시수성구,,,384900,,,,,,,,,,,,,,Y
DG2007N004,사업지구,44.16,768.95,,,,,,,,,,,,,,,Y
DG2007N004,경주시,,,17000,9.8,5.2,883.4,19.6,32.6,204.1,51.9,,,,,,,Y
ME2006Q001,사업지구,1.5,,,,,,,,,,,,,,,,Y
ME2006Q001,창녕군,,,48300,,,,,,,,,,,,,,Y
HG2007N011,사업지구,28.9,96.6,,,,,,,,,,,,,,,Y
HG2007N011,파주시,,,116200,,,1403.4,,,,,,,,,,,Y
GG2007N001,사업지구,80,536.9,,,,,,,,,,,,,,,Y
GG2007N001,아산시,,,258100,2.2,6.5,1002.1,70.5,229.8,307.5,52,,,,,,,Y
GG2006Q001,사업지구,19.2,,,,,,,,,,,,,,,,Y
GG2006Q001,부여군,,,12200,,7,267.3,1.1,46.7,94.4,14.2,,,,,,,Y
GG2007N002,사업지구,69.7,32700,,,,,,,,,,,,,,,Y
GG2007N002,진천군,,,71000,0.1,0.1,224.3,14.6,13.7,132.7,26.2,73.7,2651.4,1744.2,200.3,,,Y
ND2006N005,사업지구,28,1491.8,,,,,,,,,,,,,,,Y
ND2006N005,함안군,,,35600,,,,,,,,,,,,,,Y
YS2006N007,사업지구,64,352.4,,,,,,,,,,,,,,,Y
YS2006N007,나주시,,,91100,,,,,,,,,,,,,,Y
ND2006K007,작천집단시설지구,21,5311,,,,,,,,,,,,,,,Y
ND2006K007,삭도시설,10.5,510,,,,,,,,,,,,,,,Y
ND2006K007,울산광역시,,,1109100,,,,,,,,,,,,,,Y
ND2006K007,울주군,,,180100,4,8.4,798.3,,,,,,,,,,,Y
ND2003O002,사업지구,74.2,,,,,,,,,,,,,,,,Y
ND2003O002,고성군,,,3300,,,,,,,,,,,,,,Y
ND2003O002,사천시,,,7500,,,,,,,,,,,,,,Y
JJ2008O001,군산시,,,237900,,,,88.9,411.2,901.4,194.5,,,,,,,Y
JJ2004Z001,사업지구,,5.67,,,,,,,,,,,,,,,Y
JJ2004Z001,정읍시,,,60300,,,247.2,,,,,,,,,,,Y
ME2013E005,김포시,,,316.4,45.3,4.8,1118.6,,,,,,,,,,,Y
ME2013E005,파주시,,,422.6,9,21.7,2159,,,,,,,,,,,Y
ME2013E005,사업지구,473.8,2040.2,,,,,,,,,,,,,,,Y
ND2006L001,사업지구,91.3,998.5,,,,,,,,,,,,,,,Y
ND2006L001,창원시,,,556600,,,,,,,,,,,,,,Y
WJ2006N003,사업지구,54,,,,,,,,,,,,,,,,Y
WJ2006N003,원주시,,,342800,28.1,0.1,961.2,,,,,856.4,1617.8,5428.9,1021.1,,,Y
DG2007N002,사업지구,32.3,237.6,,,,,,,,,,,,,,,Y
DG2007N002,영천시,,,68600,,,,,,,,,,,,,,Y
GG2006Q002,사업지구,11.59,,,,,,,,,,,,,,,,Y
GG2006Q002,영동군,,,27600,,,494.2,40.4,4.9,33.1,0.7,,,,,,,Y
ND2007Q002,사업지구,2.9,,,,,,,,,,,,,,,,Y
ND2007Q002,창원시,,,497800,,,,,,,,,,,,,,Y
WJ2007N003,사업지구,14.4,1222.75,,,,,,,,,,,,,,,Y
WJ2007N003,홍천군,,,32600,,,,,,,,,,,,,,Y
ND2006O001,사업지구,36.6,,,,,,,,,,,,,,,,Y
ND2006O001,함안군,,,3700,,0.7,347.7,60.3,53.2,428,89.9,,,,,,,Y
YS2005Q006,사업지구,22.145,,,,,,,,,,,,,,,,Y
YS2005Q006,광양시,,,12716,,,,,,,,,,,,,,Y
HG2006G001,사업지구,,26.9,,,,,,,,,,,,,,,Y
HG2006G001,의정부시,,,359000,30.4,10.3,214.4,30,,,66.6,,,,,,,Y
DG2007Q005,사업지구,4.47,,,,,,,,,,,,,,,,Y
DG2007Q005,성주군,,,27800,,0.1,279.4,8.1,0.6,10.3,,,,,,,,Y
DG2007N007,사업지구,19.4,538,,,,,,,,,,,,,,,Y
DG2007N007,김천시,,,99300,0.4,0.6,329.7,0.3,0.5,9.4,,,,,,,,Y
ND2005N002,사업지구,142.1,282.2,,,,,,,,,,,,,,,Y
ND2005N002,기장군,,,49500,1.3,9.3,153.9,1.7,2.7,5.4,,,,,,,,Y
ND2016A002,창원시,,,945000,8.6,45,3280.4,,,,,,,,,,,Y
ND2016A002,사업지구,56.6,2952,,,,,,,,,,,,,,,Y
WJ2007N004,사업지구,83.6,61.56,,,,,,,,,,,,,,,Y
WJ2007N004,음성군,,,26100,,1.1,301.7,,,,,,,,,,,Y
ME2006K001,사업지구,31.5,1071,,,,,,,,,,,,,,,Y
ME2006K001,시흥시,,,298000,,,,,,,,,,,,,,Y
JJ2007N001,사업지구,36.48,359.7,,,,,,,,,,,,,,,Y
JJ2007N001,김제시,,,117400,1,,489.5,2.9,5.7,118.4,5.7,,741.1,728.4,31.5,,,Y
HG2007G002,사업지구,87.9,253.5,,,,,,,,,,,,,,,Y
HG2007G002,연천군,,,57400,,,,,,,,,,,,,,Y
HG2007G002,철원군,,,43900,,,,,,,,,,,,,,Y
ME2007G002,사업지구,273.6,729.8,,,,,,,,,,,,,,,Y
ME2007G002,익산시,,,288700,21.4,0.2,455.5,,,,,,,,,,,Y
ME2007G002,전주시,,,573500,37.9,0.4,708.8,,,,,,,,,,,Y
ME2007G002,완주군,,,36300,0.4,0.3,367.7,,,,,,,,,,,Y
DG2006A001,사업지구,32.8,70.7,,,,,,,,,,,,,,,Y
DG2006A001,구미시,,,287300,2,6.8,1267,163.2,534,867.1,114.1,,,,,,,Y
HG2006N003,사업지구,37.84,743.38,,,,,,,,,,,,,,,Y
HG2006N003,안성시,,,89800,12.7,3,307,14.7,19.5,93.4,22.8,11.3,1072.1,4033,54.2,,,Y
HG2007N001,사업지구,28.12,463.98,,,,,,,,,,,,,,,Y
HG2007N001,여주군,,,78100,,3.5,667.3,17.6,11.3,52.3,7.2,,353.8,678.1,12.4,,,Y
YS2007K001,사업지구,28.7,158800,,,,,,,,,,,,,,,Y
YS2007K001,영암군,,,57500,,,,,,,,,,,,,,Y
DG2006N001,사업지구,53.76,297.6,,,,,,,,,,,,,,,Y
DG2006N001,칠곡군,,,78300,,1.7,475.1,8.9,28.6,69.6,134.9,,,,,,,Y
DG2007Q002,사업지구,9.71,,,,,,,,,,,,,,,,Y
DG2007Q002,영덕군,,,40000,1.8,,276.3,,,68.5,32.1,,,,,,,Y
DG2006Q001,사업지구,21,,,,,,,,,,,,,,,,Y
DG2006Q001,문경시,,,84200,,,,,,,,,,,,,,Y
ME2006A002,사업지구,213.8,23260,,,,,,,,,,,,,,,Y
ME2006A002,진해시,,,133800,2,1.2,97.5,,,,,635.3,956.5,1155,,,,Y
WJ2007A001,사업지구,45,8732.6,,,,,,,,,,,,,,,Y
WJ2007A001,동해시,,,143200,,,336.3,1.9,,,,,,,,,,Y
HG2017B004,광명시,,,250000,7,14.7,371.2,6.8,0.1,41.5,,2730.8,1051.3,1513.6,33.1,,,Y
HG2017B004,시흥시,,,371200,19,17.3,1722,338.9,97.9,360.8,30.3,19899.6,23840.2,58362,18684.5,,,Y
HG2017B004,사업지구,28.38,2270,,,,,,,,,,,,,,,Y
HG2007K004,사업지구,13.35,,,,,,,,,,,,,,,,Y
HG2007K004,수원시,,,934000,53.5,4.1,1398.1,32.9,95.7,98,19.1,81708.1,76212.5,355656.4,55764.8,,,Y
ND2006N007,사업지구,49.5,165.99,,,,,,,,,,,,,,,Y
ND2006N007,양산시,,,223700,1,9.9,1089.4,,,,,,,,,,,Y
ND2006N008,사업지구,65.6,109.2,,,,,,,,,,,,,,,Y
ND2006N008,강서구,,,36500,,,,,,,,,,,,,,Y
ND2007N001,사업지구,55.38,634.03,,,,,,,,,,,,,,,Y
ND2007N001,거창군,,,46300,,,,1.1,0.1,33.6,1.4,,,,,,,Y
WJ2006O002,사업지구,36.89,,,,,,,,,,,,,,,,Y
WJ2006O002,속초시,,,106100,,,,,,,,,,,,,,Y
ME2007Q002,사업지구,12.01,,,,,,,,,,,,,,,,Y
ME2007Q002,예산군,,,75000,,,,,,,,,,,,,,Y
WJ2005Q006,사업지구,45.68,,,,,,,,,,,,,,,,Y
WJ2005Q006,충주시,,,194600,,17.7,454.7,8.1,,20.5,,,,,,,,Y
GG2006O001,사업지구,53.24,257000,,,,,,,,,,,,,,,Y
GG2006O001,아산시,,,237700,,,,,,,,,,,,,,Y
YS2007N001,사업지구,31.57,500.2,,,,,,,,,,,,,,,Y
YS2007N001,담양군,,,41900,,,,,,,,,,,,,,Y
HG2007Q004,남양주시,,6.7,214600,11.5,34.5,1170.2,,,,,,,,,,,Y
YS2006Q001,사업지구,9.52,,,,,,,,,,,,,,,,Y
YS2006Q001,화순군,,,51500,,,,,,,,,8.2,102.9,4.7,,,Y
YS2006K001,사업지구,28.7,7000,,,,,,,,,,,,,,,Y
YS2006K001,광주광역시,,,1543800,,,,,,,,,,,,,,Y
YS2006K001,광산구,,,311800,,,,,,,,,,,,,,Y
DG2007Q003,사업지구,10.55,,,,,,,,,,,,,,,,Y
DG2007Q003,경산시,,,177000,,,,,,,,,,,,,,Y
ND2006H001,사업지구,84,,,,,,,,,,,,,,,,Y
ND2006H001,울산광역시북구,,,114200,,,,,,,,,,,,,,Y
DG2006Q007,사업지구,7.76,,,,,,,,,,,,,,,,Y
DG2006Q007,구미시,,,287300,2,6.8,1267,163.2,53.4,867.1,114.1,,,,,,,Y
ND2007Q003,사업지구,12.6,,,,,,,,,,,,,,,,Y
ND2007Q003,창녕군,,,48300,,,,,,,,,,,,,,Y
YS2006G002,사업지구,71.96,6.948,,,,,,,,,,,,,,,Y
YS2006G002,영암군,,,44400,,,,,,,,,,,,,,Y
YS2006G002,목포시,,,247100,,,,,,,,,,,,,,Y
YS2006N010,사업지구,20.25,308.22,,,,,,,,,,,,,,,Y
YS2006N010,함평군,,,18200,,,,2.2,1.2,29.8,,,,,,,,Y
ND2007Q008,사업지구,3.3,,,,,,,,,,,,,,,,Y
ND2007Q008,창녕군,,,48300,,,,,,,,,,,,,,Y
ND2006K008,사업지구,45.08,,,,,,,,,,,,,,,,Y
ND2006K008,고성군,,,27200,0.3,2.5,147.2,,,,,,,,,,,Y
DG2007N001,사업지구,32.1,877.5,,,,,,,,,,,,,,,Y
DG2007N001,군위군,,,14800,,,,,,,,,,,,,,Y
ND2006K006,사업지구,98.9,13512,,,,,,,,,,,,,,,Y
ND2006K006,창원시,,,447700,4.7,5.4,999.8,215.1,77.8,2056.5,31.3,,,,,,,Y
ND2006N012,사업지구,85.272,456,,,,,,,,,,,,,,,Y
ND2006N012,밀양시,,,88700,3,1.4,399.3,10.1,24,29.1,12.2,0.1,100,752.3,,,,Y
HG2007N007,사업지구,26.1,94.725,,,,,,,,,,,,,,,Y
HG2007N007,여주군,26.1,94.725,40500,,,453.7,,,,,,,,,,,Y
ME2017A003,수원시,,,1101500,8.5,16.8,2569.8,57.6,36.1,439.6,4,6108.1,2091,15316,650.9,,,Y
ME2017A003,사업지구,693.8,16875,,,,,,,,,,,,,,,Y
HG2007K002,사업지구,29.1,4791,,,,,,,,,,,,,,,Y
HG2007K002,가평군,,,46100,,,237.4,,,,,,,,,,,Y
GG2017O002,진천군,,,62100,0,7.3,508.8,138.1,15.1,203.6,,0,0,3217,0,,,Y
GG2017O002,사업지구,17.1,13.85,,,,,,,,,,,,,,,Y
ND2017A002,창원시,,,1024000,,,,2221.1,909.2,12226.2,96.1,,,,,,,Y
ND2017A002,사업지구,24,2.179,,,,,,,,,,,,,,,Y
ND2006Q004,사업지구,52.08,,,,,,,,,,,,,,,,Y
ND2006Q004,울주군,,,180000,4,8.4,798.3,460.8,33.7,514,484.8,30630.8,8117.8,28962.5,5362.7,,,Y
ME2017G001,사업지구내,30.2,269.5,,,,,,,,,,,,,,,Y
ME2017G001,남양주시,,,346200,80.4,38,1930.3,,,,,,,,,,,Y
ME2007M002,사업지구,318.33,152475,,,,,,,,,,,,,,,Y
ME2007M002,원주시,,,379600,0.9,75.5,533.4,148.9,0.6,108.8,52.8,,,,,,,Y
DG2006Q002,사업지구,10.99,,,,,,,,,,,,,,,,Y
DG2006Q002,경주시,,,260100,10.2,2.6,879.6,16.6,24.8,199,55.7,,,,,,,Y
ND2007N004,사업지구,36,1147.6,,,,,,,,,,,,,,,Y
ND2007N004,사천시,,,99500,2.8,1.5,198.3,19.8,5.3,106.2,12.2,240.6,76.6,237.8,,,,Y
HG2007Q003,사업지구,45.36,,,,,,,,,,,,,,,,Y
HG2007Q003,연천군,,,51100,,,402.4,18.5,3.6,8.8,31.4,,,,,,,Y
ME2007G004,사업지구,49.1,53.9,,,,,,,,,,,,,,,Y
ME2007G004,마산시,,,446000,,,,,,,,,,,,,,Y
ME2007G004,함안군,,,36400,,,,,,,,,,,,,,Y
HG2006N002,사업지구,51.72,301.7,,,,,,,,,,,,,,,Y
HG2006N002,안성시,,,109000,,,,14.7,19.5,93.4,22.8,,,,,,,Y
WJ2006O001,사업지구,134.03,69.4,,,,,,,,,,,,,,,Y
WJ2006O001,춘천시,,,349100,,0.7,376,3.7,,4.8,34.6,,508,1758.3,14.1,,,Y
ME2017B003,인천광역시,,,1897500,365.2,43.1,9208.2,18.7,36,240.3,,25927.4,101976.8,173887.6,10426.6,,,Y
ME2017B003,사업지구,22.4,8720,,,,,,,,,,,,,,,Y
YS2006N011,사업지구,18.26,335.1,,,,,,,,,,,,,,,Y
YS2006N011,장성군,,,41900,,,,,,,,,157.1,165.2,,,,Y
JJ2007O003,사업지구,4.9,28.08,,,,,,,,,,,,,,,Y
JJ2007O003,익산시,,,329200,,,,,,,,,,,,,,Y
HG2008N001,사업지구,38.4,345.8,,,,,,,,,,,,,,,Y
HG2008N001,포천시,,,131500,,,,,,,,,,,,,,Y
HG2007N010,사업지구,23.3,4976.78,,,,,,,,,,,,,,,Y
HG2007N010,안산시,,,496600,,,,346.5,376.3,525.9,410.4,,,,,,,Y
DG2008N003,사업지구,35.1,507,,,,,,,,,,,,,,,Y
